id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_a_00586,"Its most famous picture is Picasso's Guernica, inspired by the civil war Spain was enduring.It has a selection of amazing Surrealist works by Dali and a number by Joan Miro, some of which were laughably simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection.For its temporary exhibitions it had one on digital art and new media.My favourite works were the series of ` mirrors ' by Daniel Rozin from Israel.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01771,Over the years I have taken pictures of what caught my eye.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_03447,"The anger was bubbling up in my chest, threatening to spill over.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00167,"determined well, i've been going to the gym a little over three weeks now, and i've lost eight pounds, and roughly twelve inches total-about three from my waist, two and a half from my hips, a half inch from each thigh, and four total from my... um... upper torso area... anyway, it feels awesome.",0.0,0.0,1.0,0.0,0.0
synthetic_anger_420,Their laziness is affecting everyone on the team.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00317,He begged the nurse not to leave him.,0.0,1.0,0.0,1.0,0.0
synthetic_anger_147,I feel completely disregarded by their decisions.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01370,She keeps borrowing my things without permission.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00072,Just helping a kid.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_03599,"I wanted to believe things could get better, but the sadness and fear clouded my judgment, leaving me uncertain.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_03286,"She looked at me as if she had something important to say, but nothing came out.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02236,"I always try to remember these incidents whenever someone claims to have experienced something strange, and realize that my stories would sound just as loopy to them.",0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00901,He just took credit for all the work I did. How dare he?,1.0,1.0,0.0,0.0,0.0
synthetic_anger_359,The lack of gratitude shown is infuriating.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01023,The store refused to give me a refund for the defective product.,1.0,0.0,0.0,0.0,0.0
synthetic_anger_101,I explicitly told them to follow my instructions!,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03492,He looked at me with a knowing smile.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_03486,"I could hear the footsteps behind me, growing closer and closer.",0.0,1.0,0.0,1.0,0.0
synthetic_surprise_053,A bird flew inside the house and perched on the chandelier.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_02400,"I had no strength to reach for it, although I craved for it-since the hot water stopped flushing my skin, I felt icy needles and blades of cold air attacking my skin.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_03811,"I couldn’t stop thinking about the fear of losing everything, and the sadness made the thought even harder to bear.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01746,"Everything is incredibly far away, and Earth is so very small.",0.0,1.0,0.0,1.0,1.0
eng_train_track_a_03605,"I could feel my face flush with anger, my thoughts clouded by frustration.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01299,He keeps borrowing my charger and losing it.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02327,mukhang champoy '' at the back of my head.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00331,He's also obviously quite upset about something.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01029,"The internet has been down for three days, and customer service isn't responding.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01279,She keeps talking during movies.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01832,"I put em in a bowl anyway, brushed my teeth, chugged a smoothy and went to work.",0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00425,This guy was interested in me.,0.0,0.0,1.0,0.0,1.0
synthetic_anger_441,Their dismissive attitude is so disrespectful.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00354,We were going to reach seventy.,0.0,0.0,0.0,0.0,1.0
eng_train_track_a_01159,They rescheduled my appointment at the last minute.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02259,We sat quietly to see if we could hear the voice again.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01227,"Amanda and I carried the washer up with no problems but as we sat it down in the street, my back gave out.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02659,I though nothing of it until I turned out the lights.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01389,"*With a screech, the green witch snatched her broom and flew out her window.",0.0,1.0,0.0,0.0,1.0
synthetic_anger_169,I was ignored despite raising valid points.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00495,I want to do more with my brain and experience more of what it is capable of.,0.0,0.0,1.0,0.0,0.0
synthetic_anger_232,It’s infuriating how they constantly shift the blame.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03323,"My frustration was building, but I kept it inside, refusing to let him see my weakness.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01307,She keeps taking my ideas at work.,1.0,0.0,0.0,0.0,0.0
synthetic_surprise_075,A bird started mimicking the ringtone of my phone.,0.0,0.0,1.0,0.0,1.0
synthetic_surprise_184,A random person gave me a high-five on the street.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02265,"So, with my sporting boyfriend, we went for a few hours of under the sun getting splash in my eyes with water.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_02537,It cut through all the fear and anger in my brain.,1.0,1.0,0.0,0.0,0.0
eng_train_track_a_01399,They didn’t notify me about the change in plans.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03758,"I couldn't stop the tears from falling, the sadness threatening to drown me, and the fear of being consumed was paralyzing.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01598,He immeditely broke down in tears from it.,0.0,0.0,0.0,1.0,0.0
eng_train_track_a_01229,They canceled my flight and didn’t offer any alternatives.,1.0,0.0,0.0,0.0,0.0
synthetic_anger_001,I can't believe they did that to me!,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02553,Weird guy to say the least,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01535,"And through all this, she smiled and was positive and still views it as a perfect day.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_02257,I was never so happy to have my feet on solid ground though.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_00066,"after the half day practice on wednesday, my arms were literally black and blue!",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_00087,We were too in shock to scream.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_00436,My heart leaped and I held out my palm.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_03303,"Her hands were trembling, and the sadness in her eyes matched the fear in her heart.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01258,"I tilted my head to the side and smiled, `` I know you are.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_02186,Then he drove away.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_03734,"I was paralyzed with fear, my body trembling as the sadness of my situation settled in.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_03413,"He stepped closer, and I could feel his breath on my skin.",0.0,1.0,0.0,0.0,1.0
synthetic_surprise_009,He showed up to the reunion after 20 years!,0.0,0.0,1.0,1.0,1.0
eng_train_track_a_02615,She refused to go to the doctor.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01536,"We first met hatred was in my eyes, I Didn't want anything to do with you, lies.",1.0,1.0,0.0,1.0,0.0
synthetic_anger_343,"They violated my trust, and it’s unacceptable.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00972,I thought it must have been a good time to have a nap so I fell asleep.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_03015,"I could feel the fear crawling up my spine, and the sadness weighed heavily on my heart.",0.0,0.0,1.0,1.0,0.0
synthetic_surprise_087,The street performer turned out to be a famous actor.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00144,"The Air Canada lady patted my hand and called me `` dear '', too.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01153,"blank I had a dull throbbing pain in my arm yesterday which i took painkillers for, but ended up waking up at 4:00 am this morning with it still in pain.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02204,( Very rare ) It was so cold that I can't even place my feet on the floor... Weather In the morning when it was raining... The sky was so dark... This photo was exclusively taken by my new W910i which is 2days old.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01671,He's telling a little kid a joke.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_02965,"The fear in her voice was enough to make my blood run cold, and I couldn't think clearly with the panic creeping in.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_02791,"The air was thick with tension as we stood there, waiting for something to happen.",1.0,0.0,0.0,0.0,1.0
eng_train_track_a_00515,"How I do miss so much the ability to just go here or there whenever my heart desires to go $ But alas I no longer drive; it is for the safety of the world, at large; that is!",0.0,0.0,0.0,1.0,0.0
eng_train_track_a_03393,"The room was dark and silent, and the fear that something terrible was waiting for me made my skin crawl.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00802,It used its claws to tear my living room couch to shreds.,1.0,1.0,0.0,1.0,1.0
eng_train_track_a_01011,"I messed up my shoulder pretty well, and damn near broke several fingers.",1.0,1.0,0.0,1.0,0.0
eng_train_track_a_02580,"Sitting around a few years ago with about 5 friends at my best friends house, i'm watching someone play ps2 and i notice a hand reach out from between the t.v.",0.0,1.0,0.0,0.0,1.0
synthetic_anger_317,They broke the agreement without consulting me.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00532,"It's also on the front of my upper legs, the back of my lower legs, and the tops of my feet.",0.0,0.0,0.0,0.0,0.0
eng_train_track_a_01032,"This'll probably get buried, but what the hell?",0.0,0.0,0.0,0.0,1.0
synthetic_surprise_090,The vending machine dispensed snacks for free today.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00520,"With a surge of excitement about making the trip to Meadowlands, I also had a sense of dread because I realized what kind of car they were driving.",0.0,1.0,1.0,0.0,0.0
eng_train_track_a_03307,"The joy of seeing the finished product filled me with pride, and I couldn't stop smiling.",0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00462,"A strangely calming breeze crosses my face and shoulders, mysteriously skipping right over my legs.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_00033,"Grandma leaned forward, let out a sigh of relief and died.",0.0,1.0,0.0,1.0,1.0
eng_train_track_a_03023,"The sadness in my heart was a constant companion, and no matter how much I tried to push it away, it always came back.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00241,"It captures and exemplifies everything a year on the cushion entailed: Showing up, working hard, exerting effort, maintaining sincere intent, paying close attention, shutting my mouth, opening my eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, staying the course.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01084,Then things get weird.,0.0,1.0,0.0,0.0,1.0
synthetic_surprise_118,The fireworks display spelled out the city’s name.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_01349,I must have been only six years old when this happened.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_03745,"The weight of the sadness felt unbearable, but it was the fear of what would happen next that kept me awake at night.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01163,I couldn't put my finger on it.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_03817,The sadness of losing something so precious left a void inside me that I couldn’t fill.,0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01920,"my eyes relaxed, and i relaxed for a while.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_02602,"i later figured out from the doctor that even though my arm was broken, i was impailed by something metal off the other drivers car and was told that i wasn't going to make it.",1.0,1.0,0.0,1.0,1.0
synthetic_anger_215,The nerve they have to treat me like this is astounding.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00573,"R-I get home and park, just when I think everything is about to turn around, I slip on the ice, and fall flat on my back.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_00509,He couldn't get back home in time and decided to stay and sleep on the path.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01332,Three kids died that day.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_00534,I used to be a miner.,0.0,0.0,0.0,1.0,0.0
eng_train_track_a_03027,"My temper flared, but I kept my voice steady, refusing to let him see my fury.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01361,She keeps forgetting to lock the door.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02978,"The silence between us was filled with sadness, and the fear of not knowing how to fix things weighed heavily on me.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_02200,We walk out to the dance floor and find two reasonably attractive girls and we each choose one to dance with.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_00229,Open to close person.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00681,I just didn't have it in my legs to keep up with that through the hills and fell back.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01865,Both only suffered minor injury and both were quite intoxicated.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02541,I brought my head up to the edge of the grass and peered towards the road.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00007,"But I am exhausted-my eyes feel like they are about to pop out of my head-I need some soothing music and images to help my mediate, even for a few minutes, just take me away $ # 365 yoga Monday's Musical Meditation: 0 minutes ago early night-first day of work after mat.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01306,They didn’t pay me back the money they owed.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00529,I swear my heart halted for a split second before sprinting.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_00343,"My eyes scanned the place, looking for Cody and I found him; wrestling on the sand with monkey boy for a volleyball.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01076,They sent the wrong item and refused to give me a refund.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01616,Unfortunately my mum decided to clear out his old room and she found them.,0.0,1.0,0.0,1.0,1.0
eng_train_track_a_03452,"I wanted to believe everything would be okay, but the sadness in my heart and the fear in my mind told me otherwise.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00949,"They were filled with garbage, dirty clothes, and empty tampon containers.",1.0,1.0,0.0,1.0,1.0
eng_train_track_a_01490,My ex is always accidentally offensive like that.,1.0,0.0,0.0,1.0,0.0
eng_train_track_a_03772,"I just wanted to walk away, but my anger kept me rooted to the spot.",1.0,0.0,0.0,0.0,0.0
synthetic_anger_370,Their refusal to take responsibility is maddening.,1.0,0.0,0.0,0.0,0.0
synthetic_surprise_129,I found a forgotten gift hidden under the bed.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_03686,"The fear of being forgotten was worse than the sadness itself, and it gnawed at me with every passing second.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_03471,"The sound of footsteps behind me made my skin crawl, and I quickened my pace.",0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02899,"I wanted to scream at him, but instead, I just stood there, shaking with anger.",1.0,0.0,0.0,0.0,0.0
synthetic_surprise_164,The grocery store had my favorite snacks on a surprise sale.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_01281,It leaves both my hands free to be able to type.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_00231,I was totally and completely fine with the fact that I had just been bludgeoned with a trampoline $ until I saw the blood; the 57 gallons of blood that proceeded to spew out of my face and cover my tiny little body.,0.0,1.0,0.0,1.0,1.0
eng_train_track_a_00541,"There were just these empty, black, sockets.",0.0,1.0,0.0,1.0,1.0
eng_train_track_a_03764,"The anger took over, and I couldn’t control it, my words coming out harsh and unfiltered.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02221,I have a ton of stitches in my mouth.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_00031,Never saw him again.,0.0,0.0,0.0,1.0,0.0
eng_train_track_a_03057,"I braved the winter chill for a walk, bundled up tight in my favorite scarf.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_02083,""" I explain the promotion to them and he is quick to decide he wants three.",0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02586,"I have lots of acquaintances, and a few people that I hang out with on a regular basis, but I still haven't found a friend that I actually like a whole lot, because after maybe a month or four, everyone that I get semi-close to starts to get on my nerves.",1.0,1.0,0.0,0.0,0.0
synthetic_anger_146,They didn’t even bother to apologize for their actions.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03033,Something didn't feel right about the situation.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_00975,"It did help that I didn't have to think about switching the hand my iPod was in ( yes, I carry it, no armband here ) and it was much easier to pump my arms without the headphone cords to get tangled up in.",0.0,0.0,1.0,0.0,0.0
eng_train_track_a_03851,The thought of what could be lurking in the dark made my heart race with fear.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_03489,My workout left me feeling strong and refreshed.,1.0,0.0,1.0,0.0,0.0
eng_train_track_a_02085,"It didn't hurt at the time, but I was getting a headache and my head started feeling really heavy!",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02996,It was as if time stood still as I watched the sunset.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_03581,I felt a sense of dread wash over me as I looked around the room.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01673,"Today, I ventured to swim class where Reese spent the entire 10 ( to maybe 12 ) minutes we were in the pool softly crying, almost whimpering and licking my shoulder.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01848,There was that one night while sleeping in that nice riad when I felt a tickle at the back of my neck.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_02857,"Lost in the maze, I started to feel a little claustrophobic.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_00264,"Slowly sliding down towards the floor, not having the strength to stay up on my feet any longer, hearing the words `` It's time '' and thinking please no.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01194,She spilled coffee on my laptop.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01060,I looked down at my hands.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00687,Got caught with a shitload of mary jane.,1.0,1.0,0.0,1.0,1.0
eng_train_track_a_02149,She had jet black hair and was only about five feet tall.,0.0,0.0,0.0,0.0,1.0
eng_train_track_a_03208,"Something touched my arm in the dark, and I nearly screamed.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_02117,The light would come all the way up to your vehicle and then it would seem to vanish only to be on the other side of you heading the other way.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01737,Actually I remember a couple of little snippets -- at some point my chest hurting really bad and my throat was sore.,0.0,1.0,0.0,1.0,0.0
synthetic_anger_228,How dare they undermine my authority in such a way?,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03334,"The fear of what might happen next was suffocating, and I could hardly focus on anything else.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00092,"I saw some of the girls staring but they didn't say anything, well not to my face.",0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00305,I know this pain.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_00349,Until then I'm just a ghost in the shadows... A very odd ghost that knows her throwaway,0.0,1.0,0.0,1.0,1.0
eng_train_track_a_01224,She always leaves a mess in the kitchen after cooking.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01629,some insulting some nice.,1.0,0.0,1.0,0.0,0.0
eng_train_track_a_01234,The cable company raised my bill without notice.,1.0,0.0,0.0,0.0,0.0
synthetic_surprise_059,The new neighbor turned out to be my old classmate.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_01924,One day I was searching through my drawers in my room and I found a cassette tape of Babar the elephant.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_01462,I remember bringing it to my kindergarten class once to watch on a movie day.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01289,She keeps borrowing my car without asking.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01279,But he intrigued me.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02045,I was going up to see my Avs play the Red Wings.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01203,He borrowed money and hasn’t paid it back yet.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01282,They ignored my request for help.,1.0,0.0,0.0,0.0,0.0
synthetic_anger_336,The constant interruptions are unbearable.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00444,I always wanted to see one.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00856,"And here in Edinburgh, through this journey of mine, it has been right at my side, in my hand.",0.0,0.0,1.0,0.0,0.0
synthetic_anger_474,Their constant negativity is toxic.,1.0,0.0,0.0,0.0,0.0
synthetic_surprise_150,The clouds formed an image that looked like a smiling face.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_01708,"Navy, Air Traffic controller.",0.0,0.0,0.0,0.0,0.0
eng_train_track_a_01044,I can't believe they published my article with so many typos.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_00540,"The first one was far enough ahead that it didn't startle me so much.Anyway, for the gruesomely curious, here are some pics of my injuries: My elbow got the worst of it.",1.0,1.0,0.0,1.0,0.0
eng_train_track_a_01637,Never found anything... kind of spooky.,0.0,1.0,0.0,0.0,1.0
synthetic_anger_107,They took my idea and claimed it as their own.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01162,She ruined the group project by not doing her part.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01732,One drink down and she was blackout drunk.,0.0,1.0,0.0,1.0,1.0
eng_train_track_a_01439,my knee's are the only weight left keeping me up to abroad.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_00789,It was a mess.,1.0,1.0,0.0,1.0,0.0
eng_train_track_a_02716,My brother noticed my face was really red.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_01804,I was just crying so hard that the tears dripped off my chin and into the sink ).,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_02674,I had two in a row.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00885,the ledge of the beadboard dug into my back.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01589,Then again my eyes start to burn just like the other day and the days before.,0.0,1.0,0.0,1.0,0.0
synthetic_surprise_072,The restaurant chef personally served me a special dish.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00490,"My parents kept yelling while I walked into the living room and started watching tv, knife still protruding from my lung.",1.0,1.0,0.0,1.0,1.0
eng_train_track_a_02451,That was my first big heart break.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_03428,"Her breath came in shallow gasps, the fear of what might happen next clouding her thoughts.",0.0,0.0,1.0,1.0,0.0
synthetic_anger_461,The way they treated me was utterly unacceptable.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02671,"People are starting to chant ""Fight, fight fight"" while some say ""Bro, it ain't worth it"".",1.0,1.0,0.0,0.0,1.0
eng_train_track_a_02160,I pretty much spent my whole entire New Year's crying my eyes out.,0.0,0.0,0.0,1.0,0.0
eng_train_track_a_03257,"The fear of losing everything was unbearable, and I couldn’t stop thinking about it.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01020,"I told them I needed that document urgently, and they still delayed it.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02848,"I was so tired, both physically and emotionally, the sadness weighing me down and the fear never far behind.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00793,His last days were spent in a cone.,0.0,0.0,0.0,1.0,0.0
eng_train_track_a_01292,She used my laptop and left it unplugged.,1.0,0.0,0.0,0.0,0.0
synthetic_surprise_046,A kid found a $100 bill under the park bench.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02216,I had to wear sunglasses to keep the snow out of my eyes-fortunately the brown lenses were ok for the low light.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_01138,The bartender skipped me and served someone who just walked in.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01234,"Then, all hell broke loose.",1.0,1.0,0.0,0.0,1.0
eng_train_track_a_02916,"He was so infuriating, every word making me want to explode.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03141,"I could feel the fear gnawing at me, but the sadness was so much more consuming, like a shadow that would never leave.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_00183,There's my stoner floor mate with a fucking stun gun.,1.0,1.0,0.0,0.0,1.0
eng_train_track_a_03349,"I was so angry that I couldn’t think straight, my emotions clouding my ability to see reason.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_02807,"I wanted to scream, but the fear choked the words in my throat, and the sadness kept me silent.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01496,You know the ones?,0.0,0.0,0.0,0.0,1.0
eng_train_track_a_00118,Not worth the risk.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01495,"After the deception, but before the divorce.",1.0,1.0,0.0,1.0,0.0
eng_train_track_a_01299,By the time we landed in Paris ( and for the next 3 weeks ) that is the only song I had in my head.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00284,But regardless of that... I know something is wrong in my head.,0.0,1.0,0.0,1.0,0.0
synthetic_anger_003,They completely ignored my request on purpose.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01174,He was admiring the tattoo on my forearm.,0.0,0.0,0.0,0.0,0.0
eng_train_track_a_00125,The tree starts shrinking.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_02153,"As I was looking at it, a terrifying dog that shows up pretty regularly in my nightmares started barked and throwing itself at the door all Cujo-like.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01095,He's just a super nice guy who wants to help girls out all while being respectful.,0.0,0.0,1.0,0.0,0.0
eng_train_track_a_03410,"Every muscle in my body tensed, my fists clenched so tight they hurt.",1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01594,"Anyway, so I read the cave thing and went to bed pretty creeped out.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_03498,"I tried to hold it together, but the sadness broke through, and the fear of facing the future overwhelmed me.",0.0,0.0,1.0,1.0,0.0
synthetic_anger_032,I’m done tolerating this nonsense.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01276,Douse them in infanticide.,1.0,1.0,0.0,1.0,0.0
eng_train_track_a_03556,Just another long day at work.,0.0,0.0,0.0,0.0,0.0
synthetic_anger_160,Their stubborn refusal to listen is infuriating.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_03236,"The fear of being alone in this situation overwhelmed me, and I felt my chest tighten.",0.0,0.0,1.0,0.0,1.0
eng_train_track_a_00394,"Still, a creepy happening.",0.0,1.0,0.0,0.0,1.0
eng_train_track_a_03533,"Surprise left me breathless, unable to speak as I tried to comprehend the situation.",0.0,0.0,1.0,0.0,1.0
synthetic_anger_115,The blatant unfairness is infuriating.,1.0,0.0,0.0,0.0,0.0
eng_train_track_a_01172,"I went to an off broadway show, which was a wedding.",0.0,0.0,1.0,0.0,1.0
synthetic_surprise_017,"The baby said her first word, and it was 'papa'!",0.0,0.0,1.0,0.0,1.0
eng_train_track_a_03537,"I wanted to run, but the sadness held me back, and the fear of what I might face kept me frozen in place.",0.0,0.0,1.0,1.0,0.0
eng_train_track_a_01262,This is how we found out why all freshman year we were both greeted by people we didn't know calling us the wrong name.,0.0,0.0,0.0,0.0,1.0
eng_train_track_a_01197,I just sat there panting and wiping tears and mucus off my face.,0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01599,"so after more than six months ( Ok, a year ) of pain in my hip, I finally started to try and get a diagnosis.",0.0,1.0,0.0,1.0,0.0
eng_train_track_a_01426,When she woke up the next morning she decided to figure out what the hell had happened.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_03790,"My sister and I baked our first pie together, and it turned out amazing!",1.0,0.0,1.0,0.0,0.0
eng_train_track_a_02633,I didn't see any light yet it still seemed to glow.,0.0,1.0,0.0,0.0,1.0
eng_train_track_a_01243,It was freaking awesome,0.0,0.0,1.0,0.0,0.0
synthetic_surprise_012,A dolphin leapt out of the water right beside us.,0.0,0.0,1.0,0.0,1.0
eng_train_track_a_02687,"We all decided to calm down, we thought that it was probably something when your phone activates something, thats all.",0.0,1.0,0.0,0.0,1.0
